Depth CSF-A (m),Porosity (vol%),NGR total counts (cps),Reflectance L*,Reflectance a*,Reflectance b*
624.75,25.1,24.094,41.5,2.6,0.7
627.44,27.2,21.4,69.22,-0.14,8.58
627.89,23.6,17.664,29.7,2.9,-4.4
628.33,56.3,13.799,53.8,2.0,6.9
629.4,26.0,19.0,65.72,-0.6,8.31
629.46,49.2,19.544,38.9,2.3,-1.6
629.65,40.3,58.983,37.3,0.1,-1.2
630.51,20.3,19.0,58.32,-0.13,6.44
630.7,41.0,58.34,55.0,-0.7,2.7
630.71,51.1,36.358,54.0,2.1,6.0
632.65,43.3,54.967,46.4,0.0,-0.5
632.65,43.3,54.967,46.4,0.0,-0.5
634.03,56.4,20.184,41.3,1.7,5.1
634.84,44.5,14.55,26.5,3.0,-5.2
635.91,42.7,57.155,55.5,-0.2,-0.4
636.21,52.8,23.161,47.4,1.6,10.9
636.21,52.8,23.161,47.4,1.6,10.9
637.36,27.2,18.371,40.6,2.3,1.2
637.4,25.3,28.6,48.2,0.0,6.22
637.68,49.3,15.911,53.3,1.6,9.4
639.22,25.6,32.8,60.44,-1.8,6.89
639.41,41.9,58.052,48.1,-0.4,0.2
640.33,22.7,23.2,63.7,2.1,14.39
640.63,50.9,28.154,49.5,1.9,11.9
641.05,24.6,28.0,58.53,0.88,10.2
641.8,17.8,15.223,43.9,2.5,2.7
642.05,44.5,13.788,52.9,3.0,10.4
642.4,41.2,59.335,44.4,-0.6,0.7
643.02,44.5,23.286,57.5,3.9,11.0
643.55,58.2,23.631,48.95,2.55,9.55
644.43,41.9,18.077,34.9,3.0,-2.3
645.38,38.1,57.558,43.2,-0.8,1.1
646.36,29.6,26.8,51.39,3.74,15.28
646.57,48.1,24.734,30.8,3.0,3.9
646.92,47.7,16.119,49.4,2.4,11.0
647.22,52.9,43.457,20.2,2.5,-5.6
647.78,28.7,64.4,48.99,-0.35,4.54
649.0,41.7,56.605,42.2,-0.9,1.4
649.17,25.2,26.2,36.69,-0.16,1.14
650.15,50.1,31.671,37.8,1.5,5.8
650.39,26.5,23.8,44.19,-0.93,4.55
651.57,47.0,15.136,34.7,2.9,-4.1
652.0,40.4,54.348,49.4,-0.9,1.2
652.02,53.9,39.601,35.6,2.6,-1.2
653.76,46.0,16.334,61.2,2.9,7.6
653.92,47.3,9.658,44.8,2.5,1.2
654.54,50.4,20.482,30.7,2.6,-5.5
655.0,40.1,59.068,47.3,-1.1,1.3
655.72,21.1,32.4,50.39,-0.78,3.8
656.89,41.6,13.214,45.6,2.3,6.0
657.02,49.7,21.817,,2.2,9.8
657.5,31.0,63.742,46.3,-0.4,-0.1
657.87,27.4,29.8,44.18,-0.47,2.22
658.24,29.5,23.811,33.5,1.9,3.8
659.61,45.6,21.149,45.1,1.9,9.4
660.09,43.5,40.664,49.0,2.0,10.1
660.1,41.2,59.508,44.4,-0.6,0.6
660.61,27.4,22.76,42.3,2.1,1.0
660.7,43.2,53.086,40.6,-0.1,-0.6
660.7,43.2,53.086,40.6,-0.1,-0.6
662.5,40.7,30.261,47.9,1.9,8.8
663.1,43.2,58.838,44.4,-0.1,-0.4
664.06,44.3,7.908,59.9,3.4,5.8
664.66,30.4,21.303,36.4,1.7,1.9
665.81,30.7,21.32,38.8,2.2,0.2
666.1,41.2,60.895,49.4,-0.3,-0.1
666.47,41.8,15.442,52.2,2.6,11.3
666.47,41.8,15.442,52.2,2.6,11.3
667.62,9.5,15.213,45.7,2.7,1.0
668.22,44.9,49.478,48.1,-0.5,1.0
668.84,40.8,18.82,38.9,2.2,7.1
669.1,41.6,56.93,47.8,-0.2,2.2
669.16,43.8,21.465,38.3,2.1,7.4
670.65,45.3,41.926,35.6,-0.5,2.2
674.09,21.8,18.671,42.2,2.1,5.7
674.84,38.5,26.591,43.9,2.3,4.0
676.69,46.6,14.29,49.8,2.1,6.3
676.72,10.8,15.771,39.2,2.4,2.1
677.88,45.1,37.007,40.1,-0.1,1.8
678.07,44.1,22.801,37.3,1.6,3.8
678.7,41.1,46.263,52.0,-0.9,4.0
680.11,27.8,30.826,48.3,-0.7,2.4
680.11,27.8,30.826,48.3,-0.7,2.4
680.46,45.5,12.891,51.9,3.2,5.6
680.9,40.0,16.891,45.1,2.0,6.2
684.62,38.4,30.777,36.8,2.2,5.0
685.6,51.2,11.491,55.0,2.0,5.9
687.11,52.0,18.836,41.2,1.6,4.0
687.11,52.0,18.836,41.2,1.6,4.0
687.19,9.4,17.054,43.7,2.9,1.4
687.31,42.0,46.894,45.9,-0.7,1.7
687.75,43.0,30.269,39.3,2.5,4.8
689.04,20.6,32.175,35.4,1.3,-2.7
690.86,45.0,23.387,40.7,2.8,2.8
692.66,45.1,15.395,52.2,3.7,9.9
693.19,48.5,27.201,43.0,2.3,9.6
695.11,16.3,16.067,40.7,2.8,3.7
696.88,49.0,16.111,55.8,2.4,7.6
697.2,44.3,46.838,48.5,-0.9,2.1
699.17,37.7,38.88,47.8,-0.2,-0.2
699.89,43.7,20.587,50.0,3.6,9.3
700.2,44.8,51.662,47.6,-0.7,1.5
700.26,56.1,18.684,62.7,2.6,5.0
700.66,44.4,48.169,44.3,-0.7,1.2
702.75,43.7,50.763,49.1,-1.0,2.4
703.4,51.3,15.895,51.7,1.9,6.4
703.58,25.8,33.126,47.7,3.0,3.6
704.07,29.7,17.562,52.7,2.5,2.3
705.63,45.4,35.93,30.6,2.3,-2.9
705.64,50.2,12.817,45.5,1.7,2.8
706.39,31.5,13.857,52.5,3.0,8.4
706.9,44.6,50.675,41.3,-1.0,1.9
706.9,44.6,50.675,41.3,-1.0,1.9
707.17,50.0,25.277,39.5,1.8,1.4
709.1,48.2,55.468,47.4,-0.8,0.5
709.67,24.8,33.142,35.1,0.8,-2.0
709.9,43.8,53.609,47.3,-1.0,1.9
709.9,45.7,11.324,47.4,2.8,7.7
710.1,46.6,46.287,48.4,-0.8,2.2
712.19,34.7,20.021,62.7,2.7,8.9
714.24,46.1,20.72,38.2,2.3,3.3
714.39,46.2,31.462,40.8,2.0,5.6
714.39,46.2,31.462,40.8,2.0,5.6
718.2,26.3,31.015,42.7,-0.7,2.2
718.92,45.8,11.442,45.0,2.2,0.2
718.92,45.8,11.442,45.0,2.2,0.2
722.3,48.7,18.103,56.6,3.2,8.1
722.47,17.8,7.94,44.1,2.1,0.1
722.61,49.7,19.967,50.5,3.0,7.2
722.87,43.0,20.919,37.8,2.1,2.2
726.29,40.9,41.275,51.3,-0.6,4.2
727.97,17.6,24.366,49.6,-1.5,3.6
732.27,44.9,8.127,58.2,2.9,10.1
732.31,31.2,23.161,46.4,2.5,4.8
735.7,42.7,46.825,41.2,0.1,0.7
738.0,20.96666666666667,33.697,46.4,-1.5,4.0
738.7,39.3,45.365,42.8,-0.8,3.2
739.3,45.6,12.571,72.4,3.3,2.1
739.71,42.7,48.329,42.4,-1.6,4.5
741.37,45.6,8.441,58.3,2.6,5.6
742.49,49.8,9.798,60.2,2.6,5.2
744.66,44.5,43.879,48.9,-0.8,3.6
744.66,43.2,33.11,24.5,2.3,-3.1
744.99,42.7,17.054,47.6,2.7,4.4
748.47,48.5,27.71,52.2,3.2,4.5
749.11,41.7,42.03,45.1,-0.6,2.9
749.11,41.7,42.03,45.1,-0.6,2.9
749.13,40.1,42.03,45.1,-0.6,2.9
749.37,28.7,35.301,37.8,-0.7,3.4
752.15,49.3,18.818,44.8,2.1,9.6
753.19,44.1,22.327,46.4,2.9,6.0
753.26,46.9,16.013,54.9,2.2,9.1
754.51,41.5,16.609,60.1,2.3,5.8
754.8,41.2,44.832,46.7,-0.5,2.3
755.08,41.9,50.395,46.5,-0.8,3.0
755.84,45.9,26.709,53.3,3.0,7.3
756.58,33.7,55.638,54.5,-0.7,2.7
757.14,36.4,38.436,47.4,-1.2,2.6
757.32,25.83333333333333,39.79,47.3,-1.0,3.2
757.32,25.83333333333333,39.79,47.3,-1.0,3.2
760.71,43.5,19.771,59.2,3.1,5.4
761.69,44.6,26.834,44.5,2.8,8.5
761.77,41.8,13.466,60.7,2.7,11.1
762.07,46.0,36.384,36.2,3.0,-2.9
763.1,44.6,29.646,33.8,2.8,-3.2
763.53,46.8,34.818,46.5,2.8,2.6
764.11,46.7,22.19,38.4,2.4,-0.2
764.29,43.5,12.393,43.9,2.4,5.6
765.5,40.6,59.273,42.8,-0.4,2.8
766.4,39.9,55.17,51.6,-0.5,3.2
766.93,37.5,36.199,36.8,-0.5,2.4
768.67,18.7,29.818,55.5,-1.4,3.0
771.0,43.5,13.124,53.2,3.2,6.0
771.58,43.95,39.44,33.1,2.7,-6.1
774.18,36.3,18.803,33.2,1.8,-0.5
775.1,45.7,48.88,51.7,-0.6,3.1
776.4500000000002,18.9,29.667,38.8,-0.7,3.3
776.6,35.4,57.783,37.7,0.3,0.1
777.16,39.8,39.021,53.5,-0.8,2.7
778.1,38.1,57.918,35.2,0.3,0.9
781.34,41.3,19.984,45.9,2.9,5.8
781.41,48.8,4.676,41.7,2.4,-0.6
783.27,40.9,47.999,42.0,-0.4,3.8
783.73,46.5,14.714,56.2,2.9,5.4
786.07,21.0,34.401,41.8,-1.8,6.1
787.66,41.9,41.301,37.7,-1.3,4.6
789.95,46.9,33.051,52.8,4.1,8.3
790.09,50.7,64.996,21.5,1.1,-0.2
790.78,45.4,26.87,71.9,3.4,3.9
791.02,46.1,7.731,80.6,3.6,2.1
791.33,38.1,48.563,30.6,2.6,-6.0
791.33,38.1,48.563,30.6,2.6,-6.0
791.59,47.5,21.898,41.0,2.6,7.9
792.71,46.4,19.141,45.9,2.0,2.5
792.89,40.1,41.236,48.5,-0.9,4.4
792.89,40.1,41.236,48.5,-0.9,4.4
794.16,40.4,58.708,46.8,-0.5,3.8
794.92,41.6,21.986,50.0,2.8,6.7
794.92,41.6,21.986,50.0,2.8,6.7
795.8,38.5,59.03,36.2,-0.7,1.2
796.59,40.9,33.188,45.6,-1.4,4.8
797.23,23.5,36.494,38.7,-1.0,3.8
800.31,44.5,43.504,47.5,3.3,0.7
800.62,45.1,34.001,72.6,3.2,1.5
801.49,48.0,14.698,57.3,2.7,5.7
801.61,42.9,7.091,73.5,3.4,4.4
802.51,40.7,51.95,48.3,-0.8,4.5
802.73,31.3,16.911,64.7,2.7,-0.2
803.07,41.2,16.051,55.5,3.7,3.6
803.69,39.3,14.002,33.5,2.8,-6.6
804.0,35.5,59.696,34.3,-0.3,0.6
805.5,38.1,61.12,38.4,-0.6,1.7
805.85,40.5,39.22,41.3,-1.3,4.8
806.71,18.133333333333333,32.019,42.2,-1.1,3.1
807.0,38.5,57.726,37.5,-0.4,1.2
808.29,36.9,61.978,36.8,-0.5,1.6
808.98,47.5,9.027,66.1,3.2,1.8
810.0,36.4,55.6,46.2,-0.6,2.0
810.26,39.1,15.55,58.1,3.1,7.6
810.26,39.1,15.55,58.1,3.1,7.6
810.94,46.2,5.491,79.0,3.1,1.2
811.25,37.3,58.782,36.9,-0.3,1.6
812.18,27.6,28.394,36.0,2.8,-0.8
813.35,38.3,52.542,36.1,0.0,0.6
813.94,47.4,7.413,69.9,3.8,4.3
814.85,38.1,60.185,39.9,-1.0,3.0
815.11,15.466666666666669,31.814,50.8,-1.1,3.1
816.09,51.7,5.824,73.1,3.5,3.1
816.35,39.4,59.798,35.2,-0.7,3.7
817.36,13.0,33.532,46.6,-1.1,1.8
817.8,39.0,56.622,41.1,-0.7,3.0
818.5,36.4,51.176,39.5,-0.2,1.1
819.25,46.6,14.684,76.3,3.2,3.1
820.99,35.4,16.101,47.7,2.4,7.1
821.42,40.1,45.221,45.0,-0.5,2.3
824.51,37.2,16.844,48.6,2.7,9.2
825.73,42.1,7.34,59.8,3.1,3.3
825.81,40.3,48.673,38.1,-1.5,4.6
826.12,15.733333333333333,45.267,46.0,-1.9,5.8
826.45,36.5,43.64,45.5,-1.0,1.7
831.72,48.3,15.787,42.9,2.3,2.1
833.82,40.2,15.729,51.1,2.9,7.3
834.93,37.7,46.792,36.8,0.2,-0.5
835.84,43.4,8.226,56.5,2.8,4.8
836.37,16.433333333333334,46.008,34.2,-0.7,1.1
839.41,46.3,13.544,57.4,2.6,3.0
839.72,39.2,14.281,58.5,3.6,13.1
842.37,40.9,57.848,44.3,-0.3,1.6
842.58,42.7,17.454,45.8,2.3,6.6
843.59,39.4,61.182,40.3,-0.2,1.4
844.27,18.933333333333334,42.533,41.6,-1.5,2.9
844.53,31.9,57.76,42.1,-0.4,1.9
845.16,43.3,5.436,54.8,3.2,4.2
845.73,25.1,43.553,33.5,-0.5,1.3
845.93,48.3,56.368,43.8,-0.6,2.1
848.96,38.7,13.38,50.0,2.9,6.0
851.86,40.7,16.801,54.8,2.1,8.9
854.4699999999999,20.9,32.087,28.7,0.5,0.3
854.9500000000002,21.8,32.156,42.7,-0.9,2.7
859.3,41.2,16.411,55.1,2.4,9.6
861.09,14.0,15.514,40.7,1.8,6.6
861.16,42.2,15.514,56.5,2.5,7.8
863.15,38.4,35.033,48.8,-1.1,1.9
863.81,16.266666666666666,41.351,36.3,-1.3,2.6
864.37,17.666666666666664,49.209,47.7,-1.1,2.2
869.27,37.9,10.198,47.0,2.4,5.6
871.46,32.0,22.704,36.1,2.7,-1.2
871.64,41.9,50.129,48.7,-0.7,1.3
872.95,40.3,50.506,40.7,-0.6,1.2
872.95,40.3,50.506,40.7,-0.6,1.2
873.43,50.0,44.685,33.9,0.7,-1.8
873.87,39.4,51.847,34.4,-0.4,1.2
874.74,34.3,49.388,42.1,-1.2,2.3
875.65,26.4,51.345,29.1,0.5,0.5
875.65,26.4,51.345,29.1,0.5,0.5
876.46,38.5,48.611,30.6,-0.2,0.9
877.77,35.2,11.585,49.4,2.6,5.8
880.81,39.2,12.667,44.4,2.5,3.5
880.91,39.0,53.77,33.0,-0.5,1.3
881.61,37.9,50.213,35.8,-0.2,0.6
884.05,43.5,51.628,41.7,-1.2,2.3
884.5499999999998,21.666666666666668,51.009,49.4,-1.2,1.6
887.47,23.4,16.012,44.2,2.4,4.3
890.05,40.1,17.142,42.6,2.3,5.1
892.12,21.566666666666663,36.813,44.1,-1.3,3.7
897.33,40.8,15.287,55.6,2.5,7.3
900.02,37.4,49.728,42.0,-0.8,2.5
900.45,44.5,14.864,49.8,2.7,4.4
901.69,36.1,44.169,39.0,-1.0,5.1
903.18,19.866666666666664,39.643,48.9,-1.4,4.1
906.84,42.9,12.086,50.4,1.9,7.3
908.98,43.8,42.456,40.7,-0.8,2.2
909.0,43.4,47.416,46.6,-0.5,1.4
909.79,46.1,11.591,63.7,2.5,5.2
911.03,23.266666666666666,36.672,48.1,-1.4,4.8
911.28,37.0,38.566,30.3,0.7,-0.8
911.31,38.8,53.006,38.2,-0.6,2.1
911.91,39.7,46.504,43.8,-0.3,0.8
918.12,47.3,12.334,53.3,2.4,0.3
920.55,43.7,17.45,46.1,1.4,0.8
920.98,35.1,44.793,43.4,-1.8,4.4
921.26,24.8,42.382,42.4,-1.0,2.7
923.7,36.4,43.597,37.9,-1.5,4.0
924.56,23.066666666666663,38.352,48.5,-1.7,3.9
928.5,40.8,52.313,45.5,-0.8,2.8
928.86,44.6,16.364,47.9,2.1,1.3
930.0,36.8,54.26,40.6,-0.3,1.2
930.56,38.0,43.38,43.4,-1.1,3.5
930.74,46.1,14.43,65.9,3.2,4.1
931.39,36.5,56.206,45.4,-0.8,2.8
932.38,23.83333333333333,38.669,39.6,-1.0,3.7
933.25,37.6,38.767,36.6,-0.2,2.3
936.33,42.0,9.356,65.2,2.2,1.4
937.72,43.1,37.108,31.6,-0.4,2.0
939.11,41.7,10.803,38.0,1.9,-2.1
940.69,20.76666666666667,37.425,44.7,-1.1,4.3
942.18,38.5,41.138,31.6,0.5,-0.1
943.17,26.83333333333333,45.517,33.7,-0.4,1.5
944.3,27.6,18.247,49.6,-1.6,4.4
945.52,43.1,6.014,38.7,1.6,0.0
947.78,46.2,9.684,73.0,2.0,1.1
947.78,46.2,9.684,73.0,2.0,1.1
948.71,31.7,13.58,60.7,1.5,1.5
948.71,31.7,13.58,60.7,1.5,1.5
950.06,37.7,40.608,38.3,-0.1,1.0
951.7999999999998,25.866666666666664,38.141,44.4,-0.9,2.6
952.75,25.5,43.166,41.2,-1.2,3.4
955.94,44.1,7.081,68.4,2.9,0.0
957.97,41.9,50.01,39.2,-1.3,2.9
958.37,38.8,10.324,53.8,0.8,2.5
959.05,39.5,51.012,42.1,-1.0,2.4
959.84,24.633333333333336,33.951,41.5,-1.1,3.1
960.5,37.3,43.888,37.8,-1.1,3.5
960.72,22.133333333333336,36.126,42.6,-1.1,2.1
962.61,21.03333333333333,33.208,48.1,-1.5,3.8
963.84,25.53333333333333,42.391,47.8,-1.2,2.4
965.1,45.5,9.167,54.6,2.4,1.5
968.07,39.8,11.037,50.1,2.2,0.6
969.92,28.1,36.876,48.6,-1.6,3.9
970.39,46.1,8.594,59.3,2.5,2.7
970.39,46.1,8.594,59.3,2.5,2.7
971.57,24.9,31.261,39.7,-1.2,3.2
971.57,24.9,31.261,39.7,-1.2,3.2
971.6,32.9,10.55,52.9,1.6,3.2
972.64,46.0,7.44,14.2,1.7,-5.0
975.9,28.7,29.328,36.1,-1.1,3.4
975.92,23.5,32.46,51.4,-1.8,4.8
975.92,23.5,32.46,51.4,-1.8,4.8
976.19,40.7,39.439,39.3,-0.8,4.1
976.76,44.9,9.764,61.9,2.5,4.1
977.91,24.1,35.04,38.6,-1.5,4.3
979.7999999999998,21.966666666666665,27.473,47.4,-1.7,6.1
979.7999999999998,21.966666666666665,27.473,47.4,-1.7,6.1
979.88,43.9,10.834,44.1,2.4,0.0
983.87,23.566666666666663,35.659,35.9,-1.0,2.2
983.87,23.566666666666663,35.659,35.9,-1.0,2.2
985.59,41.0,15.132,60.4,2.2,3.4
986.35,40.2,42.178,38.9,-0.6,3.8
986.47,27.23333333333333,37.395,42.6,-2.1,6.2
988.16,33.0,43.813,43.6,-0.9,3.5
988.16,33.0,43.813,43.6,-0.9,3.5
988.2,40.4,16.497,57.3,2.3,4.6
988.27,20.766666666666666,31.73,45.4,-1.6,6.2
989.16,37.9,46.802,38.5,-0.5,2.0
990.1,35.5,43.84,41.0,-0.7,3.4
990.69,46.1,7.681,49.8,2.1,3.8
991.49,22.53333333333333,42.525,38.4,-1.5,5.3
996.34,42.0,4.627,48.1,1.9,-0.7
996.46,35.4,39.502,46.9,-0.6,2.4
997.73,35.9,40.26,40.2,-0.9,3.5
998.61,41.7,7.14,73.2,2.6,2.3
999.97,22.633333333333336,39.483,43.5,-1.7,4.7
1001.9,43.7,41.602,41.9,,1.8
1004.48,22.4,37.195,38.5,-0.9,3.6
1007.0,16.666666666666668,28.232,50.9,-1.4,4.1
1008.31,27.1,42.066,36.1,-1.1,5.2
1009.57,36.0,36.944,38.3,-1.5,5.3
1010.76,18.933333333333334,33.732,48.6,-1.5,4.7
1010.76,18.933333333333334,33.732,48.6,-1.5,4.7
1017.2,38.8,40.702,39.6,-1.5,5.2
1017.35,20.166666666666668,36.408,37.3,-1.6,5.0
1018.69,20.9,40.305,39.1,-1.4,3.9
1019.24,25.166666666666668,44.096,40.4,-1.6,3.9
1026.96,20.9,42.978,41.9,-1.3,3.4
1029.81,23.566666666666663,42.888,39.7,-1.4,3.5
1030.87,22.3,42.283,43.2,-1.8,5.8
1030.87,22.3,42.283,43.2,-1.8,5.8
1032.07,24.433333333333334,39.876,47.9,-1.3,4.3
1032.07,24.433333333333334,39.876,47.9,-1.3,4.3
1036.52,38.1,37.605,37.3,-1.1,5.5
1038.04,29.53333333333333,39.645,43.2,-1.5,6.3
1038.04,29.53333333333333,39.645,43.2,-1.5,6.3
1038.9,20.066666666666663,34.609,41.6,-1.8,4.7
1045.68,22.23333333333333,35.489,43.8,-1.1,3.9
1046.93,34.1,33.387,41.3,-1.5,5.3
1048.7,19.866666666666667,41.623,43.0,-1.3,3.8
1048.7,19.866666666666667,41.623,43.0,-1.3,3.8
1055.4,19.5,36.24,46.6,-1.5,3.6
1056.42,31.9,33.976,42.5,-1.5,6.9
1057.63,19.666666666666668,33.62,46.8,-1.6,5.4
1064.83,31.3,28.927,35.7,-0.2,1.7
1065.01,18.933333333333334,27.188,44.3,-1.3,5.4
1066.17,20.8,31.746,48.6,-1.5,5.3
1068.42,18.6,31.075,39.4,-1.0,4.1
1074.84,16.76666666666667,30.13,48.6,-1.0,4.1
1074.84,16.76666666666667,30.13,48.6,-1.0,4.1
1077.28,21.46666666666667,39.56,49.1,-1.4,4.5
1077.4,35.7,44.201,43.1,-1.4,4.0
1083.85,20.133333333333336,39.157,33.4,-0.2,1.5
1086.52,19.566666666666663,36.223,44.5,-0.9,2.1
1090.11,21.9,35.641,40.1,-1.3,3.3
1092.73,20.8,39.573,40.6,-1.1,3.1
1093.3,21.33333333333333,36.68,50.3,-1.3,3.0
1096.69,20.03333333333333,34.871,34.4,0.0,0.9
1097.78,20.933333333333334,27.697,47.5,-1.5,4.9
1103.8,18.566666666666663,34.167,49.4,-1.6,3.5
1104.53,18.4,38.781,41.3,-1.8,6.2
1112.19,38.1,24.715,14.9,4.6,-9.4
1114.03,19.96666666666667,29.947,47.7,-1.2,4.4
1123.73,32.13333333333333,33.853,37.4,-0.1,1.3
1125.79,22.03333333333333,33.573,50.8,-1.2,4.0
1133.39,17.866666666666667,28.021,46.4,-1.5,4.9
1133.39,17.866666666666667,28.021,46.4,-1.5,4.9
1134.84,32.4,36.608,40.5,-0.9,3.2
1135.84,38.5,41.346,42.9,-1.3,4.2
1141.36,37.5,32.507,40.3,-0.7,2.6
1142.02,18.1,27.58,42.9,-0.9,2.8
1144.17,15.166666666666666,27.866,52.0,-1.1,3.1
1146.27,21.633333333333336,31.311,41.3,-0.9,3.9
1146.33,26.5,30.656,38.6,-0.8,4.2
1150.75,32.4,39.439,47.7,-1.0,3.6
1152.06,26.399999999999995,29.061,41.4,-1.7,4.8
1153.94,18.03333333333333,27.937,45.7,-0.9,2.9
1160.6,28.7,37.58,49.8,-0.9,3.1
1162.72,21.96666666666667,31.436,43.1,-1.2,3.7
1164.16,39.6,39.216,37.7,-1.6,5.2
1171.17,26.933333333333334,33.224,44.3,-1.2,4.3
1173.09,26.766666666666666,30.773,43.2,-1.2,4.6
1176.45,30.0,33.852,37.9,-0.5,3.8
1178.75,30.73333333333333,34.261,40.5,-0.3,2.4
1180.09,27.433333333333334,35.065,51.4,-1.0,3.9
1181.81,22.5,30.631,44.6,-1.1,4.5
1184.58,29.8,36.618,45.6,-1.3,4.8
1187.59,30.666666666666668,35.582,38.6,-0.8,3.0
1187.59,30.666666666666668,35.582,38.6,-0.8,3.0
1189.07,27.666666666666668,35.615,37.1,-0.9,3.3
1189.59,27.933333333333334,47.667,38.2,-0.4,0.5
1190.39,22.53333333333333,39.302,46.0,-1.2,2.6
1192.69,28.23333333333333,48.408,38.0,-0.4,0.1
1195.51,25.03333333333333,38.657,43.6,-0.9,1.7
1195.51,25.03333333333333,38.657,43.6,-0.9,1.7
1199.93,26.23333333333333,33.506,48.9,-1.3,3.6
1202.94,26.73333333333333,46.626,42.9,-1.5,3.6
1202.94,26.73333333333333,46.626,42.9,-1.5,3.6
1204.43,29.73333333333333,44.282,46.9,-1.4,2.5
1204.43,29.73333333333333,44.282,46.9,-1.4,2.5
1205.91,28.633333333333336,44.629,41.5,-1.2,3.1
1222.14,22.33333333333333,31.196,39.1,-0.7,3.5
1247.79,22.0,36.916,42.1,-0.5,2.8
1249.47,19.566666666666663,33.176,42.9,-1.0,5.0
1251.6,16.833333333333332,35.53,44.1,-0.8,3.3
1255.5,21.4,31.452,48.5,-1.2,4.5
1257.15,23.2,30.781,40.8,-1.3,4.8
1259.87,26.100000000000005,34.14,42.1,-1.2,4.6
1262.9,26.46666666666667,31.618,40.7,-1.5,4.7
1265.91,22.76666666666667,26.033,41.1,-1.6,5.1
1266.05,23.6,29.906,46.6,-1.3,4.7
1275.38,21.966666666666665,28.999,41.9,-1.3,4.6
1276.64,24.53333333333333,30.521,45.3,-1.5,4.9
1278.33,23.133333333333336,25.573,47.2,-1.8,5.0
1281.69,25.83333333333333,37.345,41.1,-1.5,3.9
1304.01,28.03333333333333,41.998,33.8,-0.8,3.9
1309.0,21.5,32.845,49.2,-1.6,4.5
1310.68,22.96666666666667,37.245,36.0,-2.4,7.8
1314.67,23.03333333333333,45.709,42.5,-2.0,6.4
1317.2,19.23333333333333,36.168,42.9,-2.1,6.9
1318.07,24.83333333333333,44.264,51.3,-2.0,7.0
1318.1,21.066666666666663,34.319,45.6,-1.4,6.9
1319.52,15.4,41.544,39.2,-1.6,4.3
1319.78,20.0,35.939,46.7,-1.8,6.1
1319.78,20.0,35.939,46.7,-1.8,6.1
1323.68,22.5,39.545,44.4,-1.7,3.4
1326.69,22.366666666666664,34.905,40.1,-0.8,3.8
1328.29,21.433333333333334,38.555,36.9,0.1,2.4
1330.3,28.03333333333333,37.515,44.8,-1.3,4.9
1332.73,22.96666666666667,34.611,38.9,-1.0,3.7
1349.19,19.633333333333333,34.711,34.2,0.0,1.4
1349.89,21.4,45.512,34.4,0.1,-0.3
1349.89,21.4,45.512,34.4,0.1,-0.3
1351.7,21.933333333333334,34.528,40.8,0.0,-0.3
1351.99,28.0,54.205,37.5,-0.2,1.0
1353.27,18.0,27.49,42.7,-0.4,3.7
1362.73,18.966666666666665,28.112,40.3,-0.8,5.3
1364.51,19.166666666666668,29.467,42.9,-0.7,4.7
1367.63,25.53333333333333,36.179,30.3,0.0,1.5
1372.33,26.46666666666667,33.602,38.3,-0.8,4.4
1372.33,26.46666666666667,33.602,38.3,-0.8,4.4
1373.04,27.46666666666667,39.187,37.6,-0.2,2.0
1373.04,27.46666666666667,39.187,37.6,-0.2,2.0
1375.5999999999997,23.3,30.455,46.1,-0.8,2.7
1378.95,24.933333333333334,47.717,35.3,-0.3,0.0
1381.0999999999997,28.3,41.24,39.6,-0.1,1.1
1381.0999999999997,28.3,41.24,39.6,-0.1,1.1
1382.64,22.166666666666668,32.098,46.9,-0.8,3.5
1384.64,19.366666666666667,25.892,43.4,-1.1,3.7
1385.02,36.4,42.224,28.8,-0.1,3.1
1386.0,29.933333333333334,23.871,43.6,-1.4,4.4
1390.22,13.1,30.568,43.6,-1.4,4.4
1392.2699999999998,19.73333333333333,27.983,45.0,-0.8,3.9
1393.41,20.73333333333333,26.913,43.1,-0.7,2.8
1401.0600000000002,14.833333333333334,22.669,44.5,-0.6,4.2
1402.5199999999998,17.099999999999998,20.722,44.7,-0.7,5.7
1405.5600000000002,17.133333333333336,22.012,45.3,-1.1,4.6
1407.93,13.266666666666666,20.921,45.4,-0.2,2.5
1409.01,10.1,20.835,48.3,-0.4,3.6
1409.49,14.9,27.473,49.5,-1.2,3.6
1428.89,18.23333333333333,31.173,38.8,0.5,1.9
1432.2300000000002,18.83333333333333,31.732,38.8,0.2,1.1
1436.63,30.6,42.803,32.8,0.8,0.0
1436.63,30.6,42.803,32.8,0.8,0.0
1437.9399999999998,17.466666666666665,31.873,51.5,-0.7,2.3
1440.1899999999998,21.0,40.236,31.6,0.4,0.5
1442.12,17.599999999999998,27.685,51.6,-1.1,3.3
1442.92,17.566666666666666,27.658,49.7,-1.0,4.2
1445.14,17.400000000000002,27.861,41.9,-0.9,3.6
1477.5999999999997,17.333333333333332,37.348,40.6,-1.4,4.5
1496.46,21.53333333333333,37.348,39.3,-1.4,3.6
1506.7,18.33333333333333,39.178,31.2,-0.4,2.3
1506.7,18.33333333333333,39.178,31.2,-0.4,2.3
1508.22,21.26666666666667,38.648,38.7,-1.0,4.3
1509.5199999999998,22.066666666666663,39.723,46.1,-0.4,2.1
1512.9399999999998,18.7,37.091,33.9,0.6,0.0
1515.39,18.766666666666666,45.466,43.0,-0.7,2.3
