DEPTH_WMSF,HCGR,HFK,HTHO,HURA,IDPH,IMPH,SFLU,lithology
367.6768,47.0475,1.1252,8.4982,3.0568,1.4731,1.3248,0.8973,Sandy Mud
367.8292,48.9672,1.1986,8.6842,3.206,1.4783,1.3511,0.648,Sandy Mud
367.9816,52.6502,1.2612,9.4987,2.9343,1.4817,1.3624,0.7846,Marl
368.134,49.8663,1.1351,9.3443,3.1148,1.4875,1.3508,0.8039,Marl
368.2864,46.9147,1.098,8.6148,3.3601,1.4901,1.3211,0.7267,Sandy Mud
368.4388,48.8455,1.1607,8.8669,3.278,1.4911,1.2892,0.6212,Sandy Mud
368.5912,49.3765,1.1283,9.2269,2.8996,1.4961,1.2704,0.8043,Sandy Mud
368.7436,47.2932,1.008,9.2633,3.1204,1.5015,1.2702,0.7379,Sandy Mud
368.896,48.8631,0.971,9.9833,2.9433,1.4949,1.2842,0.8699,Marl
369.0484,49.3342,0.959,10.2048,2.8588,1.4882,1.3026,0.9323,Marl
369.2008,49.1652,1.0887,9.3909,2.4961,1.4775,1.3164,0.8723,Sandy Mud
369.3532,48.993,1.1267,9.1135,2.6133,1.4675,1.3215,0.7786,Sandy Mud
369.5056,51.4605,1.1843,9.5675,2.2819,1.4545,1.32,0.7402,Marl
369.658,50.2705,1.1894,9.1558,2.4026,1.4428,1.3152,0.6973,Marl
369.8104,50.2766,1.2533,8.784,2.2569,1.4357,1.3078,0.8773,Marl
369.9628,51.6494,1.287,9.0266,2.3697,1.4313,1.2969,0.67,Marl
370.1152,53.5703,1.3358,9.3571,2.5987,1.4299,1.2819,0.8725,Marl
370.2676,49.8007,1.2952,8.3861,3.0937,1.4327,1.2649,0.8115,Sandy Mud
370.42,48.2797,1.2517,8.153,3.0705,1.4337,1.2504,0.6429,Sandy Mud
370.5724,43.2727,1.198,6.8615,3.1315,1.4327,1.2421,0.8286,Sandy Mud
370.7248,45.3981,1.205,7.5021,3.3423,1.4311,1.2399,0.7288,Sandy Mud
370.8772,43.6393,1.1585,7.2105,3.5697,1.4311,1.2408,0.7166,Sandy Mud
371.0296,45.1024,1.2031,7.4184,3.5859,1.4354,1.2431,0.6847,Sandy Mud
371.182,43.4677,1.1649,7.118,3.4613,1.445,1.2481,0.845,Sandy Mud
371.3344,45.7523,1.1438,7.9742,3.5056,1.4555,1.259,0.647,Sandy Mud
371.4868,48.5031,1.1621,8.7489,3.1354,1.4669,1.2772,0.8162,Sandy Mud
371.6392,46.0846,1.1281,8.1728,2.7987,1.4745,1.2997,0.5922,Sandy Mud
371.7916,43.6839,1.1264,7.4129,2.6169,1.4785,1.3203,0.774,Sandy Mud
371.944,44.2172,1.1411,7.4977,2.4399,1.4818,1.3343,0.788,Sandy Mud
372.0964,49.4788,1.2888,8.3203,2.3194,1.4831,1.3391,0.8779,Marl
372.2488,52.2845,1.3903,8.6255,2.101,1.48,1.3327,0.7476,Marl
372.4012,54.2497,1.4697,8.7907,2.1863,1.4735,1.3138,0.6754,Marl
372.5536,53.9125,1.4003,9.0889,2.0492,1.4667,1.2851,0.7185,Marl
372.706,54.5163,1.3702,9.4591,2.0121,1.456,1.2537,0.6565,Marl
372.8584,52.9956,1.3592,9.0357,2.0887,1.4455,1.2278,0.7907,Marl
373.0108,54.6613,1.5014,8.737,2.2277,1.4377,1.213,0.7614,Marl
373.1632,54.8634,1.5198,8.6942,2.4538,1.4302,1.21,0.7564,Marl
373.3156,54.7368,1.5034,8.75,2.3898,1.4213,1.216,0.6136,Marl
373.468,52.0792,1.3861,8.5841,2.4297,1.4152,1.227,0.829,Marl
373.6204,53.3658,1.4333,8.7206,2.0989,1.4102,1.2395,0.5996,Marl
373.7728,52.5992,1.3879,8.7407,2.5341,1.4055,1.2506,0.858,Marl
373.9252,54.7218,1.4027,9.3345,2.4354,1.4083,1.2581,0.6923,Marl
374.0776,56.4749,1.505,9.2978,1.8721,1.4134,1.261,0.8671,Mud
374.23,51.4905,1.4363,8.1017,1.9682,1.4177,1.2595,0.708,Mud
374.3824,52.8938,1.508,8.1316,1.8649,1.4182,1.2549,0.627,Mud
374.5348,53.5083,1.5118,8.3065,2.0438,1.4134,1.2502,0.8038,Mud
374.6872,55.5114,1.4815,9.1265,2.1279,1.4038,1.2471,0.7745,Mud
374.8396,51.6352,1.385,8.4483,2.3565,1.3901,1.2434,0.6286,Marl
374.992,50.3261,1.3362,8.3144,2.2237,1.3767,1.2341,0.8812,Marl
375.1444,50.8712,1.3104,8.6401,1.6986,1.3643,1.216,0.6675,Marl
375.2968,49.53,1.2263,8.7022,2.2386,1.356,1.1923,0.772,Marl
375.4492,53.0201,1.3308,9.2099,1.7583,1.3494,1.1708,0.5975,Marl
375.6016,49.5309,1.2548,8.5361,2.1176,1.3441,1.1594,0.8579,Marl
375.754,42.8504,1.0887,7.3663,2.6556,1.3381,1.1606,0.5759,Sandy Mud
375.9064,44.9003,1.0789,8.0812,2.4107,1.333,1.1708,0.7037,Sandy Mud
376.0588,43.4636,1.0576,7.7448,2.581,1.3285,1.1835,0.6139,Sandy Mud
376.2112,44.9877,1.0946,8.0172,2.5632,1.3225,1.1926,0.8104,Sandy Mud
376.3636,44.2765,1.1472,7.4809,2.1477,1.322,1.1952,0.5609,Marl
376.516,46.5219,1.281,7.4176,2.1125,1.3257,1.1924,0.7406,Marl
376.6684,43.1745,1.2412,6.5772,2.5168,1.3341,1.1883,0.5984,Sandy Mud
376.8208,47.1503,1.2993,7.5119,2.6087,1.3462,1.1884,0.6728,Marl
376.9732,46.7201,1.279,7.4928,2.5448,1.3608,1.1961,0.8183,Marl
377.1256,44.5268,1.2541,6.9356,2.8227,1.3739,1.2116,0.6497,Sandy Mud
377.278,41.2063,1.1221,6.6436,3.1464,1.388,1.232,0.634,Sandy Mud
377.4304,43.2084,1.2166,6.732,3.2308,1.4008,1.2522,0.7998,Sandy Mud
377.5828,45.836,1.2546,7.3521,3.0737,1.4133,1.2681,0.7266,Sandy Mud
377.7352,48.58,1.2842,8.0587,2.5734,1.4208,1.2775,0.6566,Sandy Mud
377.8876,46.1952,1.2474,7.5095,2.7464,1.4218,1.2796,0.6127,Sandy Mud
378.04,50.1999,1.2374,8.8524,2.8415,1.4223,1.274,0.7723,Sandy Mud
378.1924,51.5371,1.2102,9.4405,2.8442,1.4204,1.2618,0.5795,Marl
378.3448,53.8906,1.2991,9.6742,2.5816,1.4162,1.2469,0.8535,Marl
378.4972,50.8034,1.2449,9.0021,2.5421,1.4127,1.2354,0.7215,Marl
378.6496,52.9023,1.358,9.0127,2.3212,1.4091,1.2328,0.5521,Marl
378.802,55.0513,1.3875,9.5289,2.4071,1.4055,1.2408,0.6804,Marl
379.7164,45.6936,1.3652,6.6588,2.95,1.3979,1.2434,0.8502,Marl
379.8688,47.6704,1.3814,7.198,3.1854,1.4037,1.2413,0.6222,Sandy Mud
380.0212,44.9358,1.2346,7.1806,3.2506,1.4146,1.2439,0.8007,Sandy Mud
380.1736,41.018,1.2048,6.0992,3.3371,1.4203,1.2482,0.6506,Sandy Mud
380.326,36.7188,1.0793,5.455,3.3389,1.4212,1.252,0.8262,Sandy Mud
380.4784,39.1643,1.1334,5.9225,3.4253,1.4209,1.254,0.7144,Sandy Mud
380.6308,41.2304,1.11,6.7223,3.485,1.4229,1.2528,0.7499,Sandy Mud
380.7832,41.6803,1.0972,6.9413,3.5734,1.4264,1.2482,0.8198,Sandy Mud
380.9356,41.5201,1.0867,6.9514,3.7598,1.431,1.2429,0.6288,Sandy Mud
381.088,41.5487,1.0261,7.3156,3.4981,1.4313,1.2416,0.69,Sandy Mud
381.2404,45.5446,1.0896,8.2248,3.3708,1.4311,1.2489,0.7174,Sandy Mud
381.3928,47.6749,1.1017,8.8372,3.1341,1.4346,1.266,0.8168,Sandy Mud
381.5452,48.8381,1.1523,8.9138,3.4075,1.4415,1.2889,0.6576,Sandy Mud
381.6976,48.7794,1.1841,8.7086,3.4108,1.447,1.3095,0.7836,Sandy Mud
381.85,44.3008,1.03,8.1747,3.6076,1.453,1.3198,0.6054,Sandy Mud
382.0024,45.5495,1.0305,8.5727,3.2613,1.4604,1.3162,0.861,Sandy Mud
382.1548,44.5914,1.0503,8.1493,3.0911,1.4549,1.2992,0.6732,Sandy Mud
382.3072,45.2418,1.1471,7.7909,3.1723,1.4446,1.2733,1.0121,Sandy Mud
382.4596,45.3818,1.161,7.7546,3.1231,1.4417,1.247,0.8033,Sandy Mud
382.612,44.5725,1.0829,7.9523,3.0795,1.4411,1.2283,0.7584,Sandy Mud
382.7644,43.7526,1.0928,7.6317,2.8184,1.4346,1.2211,0.6187,Sandy Mud
382.9168,40.3546,1.0335,6.8891,2.8672,1.4307,1.2252,0.6853,Sandy Mud
383.0692,39.0685,1.0858,6.1706,2.9616,1.419,1.2362,0.8066,Sandy Mud
383.2216,40.281,1.1249,6.3302,3.0813,1.4017,1.2467,0.7597,Sandy Mud
383.374,40.9203,1.1425,6.4322,3.1319,1.3836,1.2504,0.6098,Sandy Mud
383.5264,42.4278,1.2347,6.3759,2.4542,1.3713,1.245,0.8095,Sandy Mud
383.6788,39.1634,1.1245,5.9746,2.7107,1.3656,1.2325,0.6177,Sandy Mud
383.8312,37.3031,1.0698,5.6981,2.9454,1.3666,1.2176,0.8311,Sandy Mud
384.136,44.6633,1.2809,6.8224,2.9591,1.3691,1.1997,0.8161,Sandy Mud
384.2884,46.9605,1.4707,6.4479,3.1355,1.3637,1.1992,0.624,Marl
384.4408,44.5069,1.3771,6.2092,3.4996,1.3594,1.2017,0.875,Marl
384.5932,45.3745,1.389,6.4177,3.5467,1.3575,1.2042,0.653,Marl
384.7456,47.359,1.3641,7.1993,3.1051,1.3565,1.2049,0.8277,Sandy Mud
384.898,51.3621,1.4688,7.8703,2.9686,1.3571,1.2037,0.6427,Marl
385.0504,50.3465,1.4427,7.6974,2.7943,1.3571,1.2023,0.7681,Marl
385.2028,50.2234,1.4155,7.8173,2.6812,1.3556,1.2023,0.711,Marl
385.3552,52.5229,1.5481,7.7783,2.3964,1.3531,1.2046,0.7054,Marl
385.5076,54.6165,1.6058,8.1117,2.4765,1.3502,1.2084,0.5353,Marl
385.66,51.6217,1.5527,7.4624,3.0456,1.3479,1.2108,0.7862,Marl
385.8124,47.4254,1.3757,7.1528,3.0959,1.3463,1.2097,0.6126,Sandy Mud
385.9648,47.6578,1.3071,7.6289,2.8028,1.3457,1.2054,0.7195,Sandy Mud
386.1172,47.4188,1.3169,7.495,2.7993,1.3479,1.2015,0.7623,Sandy Mud
386.2696,48.2882,1.4032,7.2683,2.8077,1.3522,1.2024,0.6174,Marl
386.422,47.8903,1.3791,7.2819,2.9961,1.3593,1.2104,0.7963,Sandy Mud
386.5744,51.8779,1.4448,8.176,2.911,1.3669,1.2237,0.7341,Marl
386.7268,50.6799,1.3912,8.106,2.5369,1.3761,1.2386,0.5946,Marl
386.8792,48.1874,1.2809,7.9524,2.4938,1.3875,1.2518,0.5692,Marl
387.0316,44.4263,1.1645,7.428,2.7351,1.3967,1.2619,0.5754,Sandy Mud
387.184,48.0564,1.2805,7.9125,2.8235,1.4048,1.2687,0.7337,Sandy Mud
387.3364,52.1316,1.4094,8.4648,2.5435,1.4135,1.2721,0.7917,Marl
387.4888,52.5695,1.4629,8.2921,2.5735,1.4221,1.2714,0.6466,Marl
387.6412,51.0922,1.4743,7.7517,2.9778,1.4303,1.2667,0.6593,Marl
387.7936,54.8945,1.5735,8.3899,2.6179,1.4376,1.2605,0.628,Marl
387.946,52.1076,1.528,7.7628,2.8757,1.4421,1.2572,0.6276,Marl
388.0984,55.9613,1.6194,8.463,2.6564,1.4448,1.2599,0.6677,Marl
388.2508,52.5224,1.5212,7.9356,3.1025,1.4501,1.2697,0.6124,Sandy Mud
388.4032,55.3009,1.6173,8.264,3.3355,1.4561,1.2856,0.8515,Mud
388.5556,59.2512,1.7061,9.0106,3.4747,1.4627,1.3041,0.8329,Mud
388.708,64.2142,1.8867,9.5447,3.3732,1.4695,1.3209,0.6314,Mud
388.8604,66.8129,1.9976,9.7283,3.4798,1.4741,1.3317,0.6466,Mud
389.0128,63.7586,1.9322,9.1319,3.3817,1.4798,1.3338,0.901,Mud
389.1652,64.6979,1.9536,9.3079,3.1836,1.4879,1.3279,0.7227,Mud
389.3176,63.5541,1.9175,9.1525,3.2521,1.4948,1.3186,0.6952,Mud
389.47,61.809,1.832,9.0935,3.3415,1.499,1.3117,0.8553,Mud
389.6224,65.7448,1.7928,10.5854,3.2011,1.5015,1.3099,0.6345,Mud
389.7748,60.0114,1.6741,9.4416,3.6457,1.5026,1.3108,0.8999,Marl
389.9272,58.9756,1.6928,9.0002,3.3311,1.5014,1.309,0.8963,Mud
390.0796,55.9274,1.5784,8.6927,3.6564,1.4981,1.3001,0.7482,Sandy Mud
390.232,54.0189,1.6264,7.7995,3.9663,1.4916,1.2854,0.6486,Sandy Mud
390.3844,56.4091,1.6368,8.5052,4.0691,1.485,1.2712,0.6208,Sandy Mud
390.5368,55.9788,1.5207,9.0469,4.0531,1.48,1.2642,0.8664,Sandy Mud
390.6892,59.4754,1.503,10.2717,3.7994,1.4762,1.2674,0.8518,Marl
390.8416,60.8659,1.5065,10.6969,3.7503,1.4764,1.2784,0.6565,Mud
390.994,63.0065,1.5404,11.185,3.695,1.4774,1.2924,0.887,Marl
391.1464,60.4726,1.6228,9.8898,3.5978,1.4773,1.3055,0.8136,Mud
391.2988,57.5584,1.6151,9.0006,3.9253,1.4767,1.3171,0.6467,Sandy Mud
391.4512,59.5785,1.6849,9.2396,4.1295,1.4751,1.3265,0.7553,Marl
391.6036,57.8983,1.6398,8.965,4.6118,1.4768,1.3295,0.8137,Marl
391.756,62.6264,1.7206,10.0082,4.0789,1.4805,1.3208,0.7306,Marl
391.9084,62.1776,1.7061,9.9487,3.5226,1.4855,1.3,0.6406,Mud
392.0608,59.9731,1.6068,9.8237,3.8398,1.4904,1.2753,0.6332,Marl
392.2132,59.1159,1.6509,9.2901,4.066,1.4914,1.2586,0.7587,Marl
392.3656,58.2735,1.6593,8.9712,3.9495,1.4891,1.2577,0.9182,Sandy Mud
392.518,54.8175,1.595,8.2394,4.0075,1.4866,1.2718,0.7851,Sandy Mud
392.6704,54.5177,1.6201,7.996,3.6376,1.4819,1.2928,0.5968,Sandy Mud
392.8228,55.2008,1.5176,8.8154,3.6033,1.4778,1.3102,0.7657,Sandy Mud
392.9752,59.5108,1.6636,9.3429,3.0113,1.4759,1.3168,0.7217,Mud
393.1276,59.3747,1.686,9.1677,2.8871,1.4757,1.312,0.7202,Mud
393.28,62.8247,1.7361,9.9808,2.4191,1.4752,1.2999,0.7787,Mud
393.4324,60.7932,1.7829,9.0555,2.9627,1.4742,1.2876,0.8949,Mud
393.5848,60.196,1.7424,9.101,3.3292,1.4726,1.2794,0.7394,Mud
393.7372,64.5668,1.8911,9.6318,3.2205,1.4697,1.2761,0.9304,Mud
393.8896,65.3168,1.9143,9.7364,2.8547,1.466,1.2758,0.8753,Mud
394.042,62.3423,1.834,9.2528,3.0131,1.4615,1.2755,0.7827,Mud
394.1944,60.5347,1.7696,9.0505,3.1868,1.4568,1.2732,0.7187,Mud
394.3468,60.8477,1.8248,8.8274,3.2448,1.4517,1.2693,0.7883,Mud
394.4992,61.2743,1.8726,8.6847,3.479,1.448,1.2658,0.9129,Mud
394.6516,59.7234,1.7651,8.8165,3.9487,1.4476,1.2652,0.862,Marl
394.804,60.7945,1.789,9.0201,3.6803,1.4502,1.2692,0.7907,Marl
394.9564,59.797,1.8134,8.5571,3.6052,1.4545,1.2782,0.7094,Mud
395.1088,62.0327,1.8432,9.1001,3.396,1.4576,1.2913,0.6774,Mud
395.2612,63.8706,1.8672,9.5484,3.3352,1.4593,1.306,0.7858,Mud
395.4136,64.4001,1.8472,9.8352,3.2836,1.4634,1.3177,0.8335,Mud
395.566,62.8449,1.8134,9.5347,3.5997,1.4694,1.3213,0.8549,Marl
395.7184,62.8156,1.8208,9.4817,3.7519,1.4737,1.3156,0.8704,Marl
395.8708,63.6763,1.8338,9.6821,3.5427,1.4734,1.3054,0.8,Mud
396.0232,64.555,1.8299,9.9866,3.377,1.4708,1.2985,0.867,Mud
396.1756,66.4393,1.9211,10.0566,3.0653,1.4676,1.2993,0.8181,Mud
396.328,65.4285,1.9381,9.6333,3.1065,1.4641,1.3053,0.7722,Mud
396.4804,63.6255,1.8326,9.6727,3.0054,1.4608,1.3088,0.8258,Mud
396.6328,63.1647,1.8235,9.5784,2.6661,1.4577,1.3033,0.8467,Mud
396.7852,63.9061,1.8295,9.7808,2.2932,1.4548,1.2892,0.7744,Mud
396.9376,61.7792,1.8126,9.1975,2.5679,1.4523,1.2721,0.6696,Mud
397.09,62.3482,1.8329,9.2613,2.5516,1.4496,1.2584,0.7208,Mud
397.2424,65.0564,1.9121,9.6662,2.0582,1.4456,1.2515,0.8362,Mud
397.3948,65.4387,1.914,9.7776,1.8394,1.4406,1.2515,0.8687,Mud
397.5472,62.7843,1.8217,9.4669,2.0806,1.436,1.256,0.8358,Mud
397.6996,61.6657,1.7615,9.4607,2.4856,1.4309,1.2621,0.8639,Mud
397.852,63.436,1.7769,9.9382,2.4247,1.4267,1.2676,0.9229,Mud
398.0044,63.5325,1.7894,9.8958,2.3032,1.4236,1.2721,0.8731,Mud
398.1568,62.22,1.7529,9.6883,2.6782,1.4185,1.2764,0.8597,Mud
398.3092,57.2311,1.5174,9.4675,3.1535,1.4121,1.2807,0.6693,Mud
398.4616,54.0116,1.4403,8.8867,3.2717,1.4044,1.2827,0.794,Sandy Mud
398.614,51.0713,1.3517,8.4626,2.6622,1.3981,1.2791,0.9496,Marl
398.7664,46.5226,1.2154,7.8021,2.7847,1.3884,1.269,0.6484,Sandy Mud
398.9188,44.5957,1.1481,7.5779,3.1941,1.3723,1.2542,0.6227,Sandy Mud
399.0712,41.8225,1.0567,7.2241,3.0601,1.3585,1.238,0.8605,Sandy Mud
399.2236,43.2748,1.0662,7.634,2.9189,1.3462,1.2222,0.8324,Sandy Mud
399.376,42.6917,1.1282,7.0842,2.7342,1.3314,1.2054,0.6289,Sandy Mud
399.5284,44.0356,1.1416,7.4367,2.6965,1.3189,1.1847,0.706,Sandy Mud
399.6808,40.7172,1.0256,7.0518,2.8442,1.3089,1.1611,0.7715,Sandy Mud
399.8332,38.8722,0.9764,6.7481,2.8686,1.301,1.1404,0.5996,Sandy Mud
399.9856,42.0051,1.0782,7.1566,2.6058,1.2951,1.1301,0.5654,Sandy Mud
400.138,41.5189,1.0683,7.0587,2.9673,1.2972,1.1354,0.5651,Sandy Mud
400.2904,43.1614,1.0882,7.4689,3.195,1.3074,1.157,0.6284,Sandy Mud
400.4428,45.2029,1.1275,7.8934,2.8904,1.3169,1.1897,0.5878,Sandy Mud
400.5952,45.5936,1.1646,7.8015,2.8215,1.3256,1.2246,0.8208,Sandy Mud
400.7476,45.8037,1.1885,7.7289,2.7171,1.3372,1.2531,0.7638,Sandy Mud
400.9,44.3869,1.1289,7.6237,2.9485,1.3529,1.2685,0.6253,Sandy Mud
401.0524,46.3274,1.0745,8.5643,3.0895,1.3685,1.268,0.8448,Sandy Mud
401.2048,47.3827,1.1146,8.668,3.2677,1.3826,1.2552,0.6127,Sandy Mud
401.3572,48.195,1.1894,8.4905,3.2097,1.3995,1.2381,0.6485,Sandy Mud
401.5096,49.6902,1.2113,8.8416,2.7194,1.4165,1.2251,0.8793,Sandy Mud
401.662,48.6373,1.232,8.3829,2.3154,1.4293,1.2215,0.622,Marl
401.8144,48.088,1.1897,8.4541,2.2646,1.4365,1.2286,0.8083,Marl
401.9668,45.8451,1.1673,7.8661,2.1547,1.4351,1.2426,0.6447,Marl
402.1192,44.6876,1.1957,7.3287,2.4155,1.4346,1.2578,0.7789,Sandy Mud
402.2716,48.4826,1.3577,7.5974,2.0899,1.4382,1.27,0.6859,Marl
402.424,50.8005,1.4201,7.975,1.8838,1.4465,1.2774,0.7209,Mud
402.5764,52.7795,1.5534,7.8291,1.4654,1.4537,1.2803,0.8878,Mud
402.7288,53.0705,1.6019,7.6387,1.1114,1.4584,1.2809,0.8469,Mud
402.8812,53.8094,1.5982,7.8971,1.1613,1.4612,1.2817,0.6517,Mud
403.3384,61.205,1.9375,8.2825,1.62,1.4604,1.2863,0.6369,Mud
403.4908,60.583,1.965,7.9219,1.4362,1.4597,1.2849,0.9235,Mud
403.6432,59.3353,1.8557,8.1616,1.1733,1.4587,1.2833,0.6449,Mud
403.7956,59.3647,1.8301,8.3212,1.2388,1.458,1.2847,0.9325,Mud
403.948,62.1949,1.8294,9.2328,1.3653,1.4577,1.2904,0.8847,Mud
404.1004,65.409,1.9066,9.8112,1.4154,1.457,1.2987,0.7612,Mud
404.2528,60.7331,1.6946,9.5532,1.7154,1.4557,1.3049,0.6887,Mud
404.4052,61.4089,1.7459,9.4696,2.1808,1.4516,1.3051,0.5876,Mud
404.5576,63.6879,1.8716,9.464,2.2264,1.4451,1.2982,0.8244,Mud
404.71,67.5128,2.0164,9.8432,2.2265,1.4385,1.2857,0.6375,Mud
404.8624,61.907,1.8049,9.284,2.3207,1.435,1.2713,0.7629,Mud
405.0148,64.0947,1.8453,9.7487,2.6629,1.4368,1.2594,0.6403,Mud
405.1672,64.0178,1.8339,9.7905,2.4866,1.4363,1.2535,0.6976,Mud
405.3196,67.9801,1.9467,10.4011,2.6259,1.4354,1.2559,0.7783,Mud
405.472,62.3871,1.8212,9.342,2.3029,1.4335,1.2657,0.7111,Mud
405.6244,59.4664,1.813,8.4538,2.4201,1.4316,1.2791,0.8699,Mud
405.7768,52.8377,1.6367,7.3604,2.4545,1.4323,1.2904,0.7741,Marl
405.9292,56.7425,1.7762,7.7958,2.4448,1.4341,1.295,0.6222,Marl
406.0816,57.7353,1.7189,8.4494,1.9259,1.4349,1.292,0.8814,Mud
406.234,55.9707,1.6427,8.33,1.9105,1.4353,1.2833,0.5899,Mud
406.3864,55.7561,1.544,8.8389,1.8569,1.4316,1.2717,0.8257,Mud
406.5388,58.6036,1.6016,9.4148,1.6025,1.426,1.2598,0.7081,Mud
406.6912,57.8161,1.5224,9.626,1.6446,1.4217,1.2501,0.8573,Mud
406.8436,52.2701,1.4087,8.5129,1.7223,1.4183,1.2448,0.8896,Mud
406.996,54.7941,1.5382,8.5642,1.6033,1.4157,1.2452,0.8445,Mud
407.1484,55.4219,1.54,8.755,1.4643,1.4146,1.2505,0.8583,Mud
407.3008,61.5794,1.6656,9.9942,1.8467,1.4129,1.2578,0.6211,Mud
407.4532,60.1622,1.6642,9.5477,2.1003,1.4088,1.2634,0.6029,Mud
407.6056,60.9387,1.6967,9.6065,2.0645,1.4072,1.2649,0.5685,Mud
407.758,57.3274,1.6347,8.8119,2.4178,1.4112,1.262,0.8211,Mud
407.9104,57.2231,1.6249,8.8355,2.2624,1.4106,1.2559,0.8201,Mud
408.0628,58.9003,1.6513,9.2186,2.2604,1.4105,1.2496,0.6427,Mud
408.2152,60.7191,1.6943,9.5504,2.1942,1.4132,1.2466,0.8447,Mud
408.3676,64.2168,1.7607,10.2834,1.8989,1.4213,1.2485,0.7173,Mud
408.52,66.8837,1.7912,10.9596,1.6479,1.4198,1.2523,0.7177,Mud
408.6724,63.4593,1.6905,10.451,2.0115,1.4231,1.2542,0.7017,Mud
408.8248,64.8505,1.6708,11.0127,2.3402,1.4214,1.2525,0.6589,Mud
408.9772,64.4563,1.6807,10.8286,2.6485,1.413,1.2489,0.8817,Mud
409.1296,62.1642,1.5678,10.7543,2.361,1.4176,1.2457,0.6336,Mud
409.282,60.0258,1.5198,10.3495,2.4111,1.4142,1.2437,0.8418,Mud
409.4344,57.6286,1.4484,9.9988,1.9632,1.4154,1.2415,0.659,Mud
409.5868,55.161,1.3801,9.6078,2.1635,1.4195,1.2393,0.8849,Marl
409.7392,50.0796,1.2969,8.4655,2.3044,1.4195,1.2408,0.6512,Marl
409.8916,47.4788,1.2639,7.8248,2.459,1.4207,1.2494,0.8245,Marl
410.044,48.5644,1.3029,7.9442,3.0616,1.4257,1.2639,0.6976,Sandy Mud
410.1964,51.3247,1.3695,8.4394,3.5811,1.4287,1.2783,0.7942,Sandy Mud
410.3488,54.9586,1.4632,9.0565,3.5275,1.4321,1.2853,0.6813,Sandy Mud
410.5012,51.8197,1.3698,8.5962,3.7066,1.4365,1.2802,0.6877,Sandy Mud
410.6536,49.4324,1.3137,8.1592,3.6971,1.4408,1.2648,0.8436,Sandy Mud
410.806,51.2914,1.3227,8.7028,3.5303,1.443,1.2468,,Sandy Mud
410.9584,52.2029,1.3111,9.0632,4.0253,1.4447,1.2348,0.7586,Sandy Mud
411.1108,51.44,1.3232,8.7474,4.2966,1.4467,1.2336,0.5926,Sandy Mud
411.2632,50.8347,1.3244,8.5465,3.9391,1.4477,1.2426,0.6154,Sandy Mud
411.4156,53.1948,1.369,9.0419,3.4505,1.4474,1.257,0.7523,Sandy Mud
411.568,52.6266,1.3267,9.1076,3.2479,1.4443,1.2701,0.8236,Sandy Mud
411.7204,53.9616,1.3856,9.1907,2.9096,1.4369,1.2768,0.5854,Marl
411.8728,54.1482,1.433,8.9731,2.8086,1.4313,1.2763,0.8779,Marl
412.0252,53.0474,1.3656,9.0146,2.9777,1.4288,1.2713,0.6474,Marl
412.1776,56.3718,1.3948,9.9096,2.0442,1.4287,1.2654,0.8072,Marl
412.33,57.8246,1.4795,9.8796,1.7026,1.4293,1.262,0.6868,Mud
412.4824,56.7876,1.5387,9.2006,2.0966,1.4283,1.2621,0.8175,Mud
417.9688,57.0962,1.6065,8.9025,2.3403,1.357,1.2033,0.7059,Mud
418.1212,53.4578,1.5717,7.94,2.3103,1.3562,1.2016,0.5803,Marl
418.2736,50.5173,1.4645,7.6242,2.3198,1.3561,1.2022,0.7656,Marl
418.426,49.4097,1.3795,7.7668,1.9947,1.3566,1.2042,0.6762,Marl
418.5784,49.2789,1.274,8.3429,2.0407,1.3584,1.2065,0.7846,Marl
418.7308,48.3166,1.2351,8.2619,2.1902,1.3627,1.2094,0.6031,Marl
418.8832,51.2703,1.3011,8.8228,2.0868,1.3677,1.2146,0.8454,Marl
419.0356,49.4853,1.1736,8.9968,2.0413,1.3743,1.2241,0.6484,Marl
419.188,48.4527,1.1985,8.5199,2.2451,1.3835,1.2383,0.7402,Marl
419.3404,47.8714,1.1965,8.3453,1.8769,1.3933,1.2547,0.6585,Marl
419.4928,44.6685,1.1173,7.7818,2.0876,1.4014,,0.7349,Marl
419.6452,46.3511,1.1628,,2.2002,1.406,1.2775,0.7639,Marl
419.7976,50.52,1.1623,9.3947,2.3994,1.409,1.2776,0.7424,Marl
419.95,,1.2438,10.0784,2.5901,1.408,1.2692,0.7099,Marl
420.1024,52.7137,1.2458,9.6092,2.8829,1.4047,1.2536,0.5794,Marl
420.2548,49.9282,1.2465,8.7118,2.8812,1.401,1.2332,0.8308,Sandy Mud
420.4072,49.4427,1.2143,8.7449,2.6577,1.3983,1.2122,0.7052,Sandy Mud
420.5596,49.4269,1.1099,9.351,2.5706,1.3954,1.1958,0.6683,Sandy Mud
420.712,48.6635,1.1234,9.0272,2.7202,1.3911,1.1882,0.6507,Sandy Mud
420.8644,52.0522,1.1276,10.089,2.0686,1.3852,1.1906,0.703,Marl
421.0168,52.8522,1.0614,10.7333,2.0026,1.3763,1.2001,0.8224,Sandy Mud
421.1692,59.1268,1.2282,11.7685,1.5273,1.3671,1.2108,0.7199,Mud
421.3216,57.8108,1.1836,11.6074,2.0966,1.3628,1.2175,0.6746,Marl
421.474,53.2626,1.1521,10.3337,2.041,1.3621,1.2182,0.7394,Marl
421.6264,54.0843,1.2243,10.1745,1.9279,1.3608,1.2148,0.6572,Marl
