DEPTH_WMSF,HCGR,HFK,HTHO,HURA,IDPH,IMPH,SFLU,lithology
421.7788,55.7347,1.2161,10.7519,1.8618,1.3579,1.2102,0.6544,Marl
421.9312,62.8358,1.3939,11.9875,2.007,1.3532,1.2061,0.7012,Mud
422.0836,60.6297,1.3618,11.4683,2.4583,1.3481,1.2022,0.7025,Mud
422.236,60.7311,1.4631,10.908,2.6263,1.3429,1.197,0.6948,Mud
422.5408,53.1826,1.3966,8.8769,2.9851,1.3331,1.1789,0.8487,Sandy Mud
422.6932,46.7111,1.2885,7.4341,3.3483,1.3282,1.1687,0.6321,Sandy Mud
422.8456,43.1387,1.1934,6.8455,3.8587,1.3223,1.1616,0.7007,Sandy Mud
422.998,43.7,1.1728,7.1461,3.7123,1.3171,1.1596,0.6628,Sandy Mud
423.1504,42.6416,1.1278,7.0703,3.6954,1.315,1.1624,0.5931,Sandy Mud
423.3028,39.9058,1.0634,6.5704,3.8193,1.3134,1.1675,0.6438,Sandy Mud
423.4552,40.5203,1.1779,6.0969,3.8234,1.3116,1.1723,0.7318,Marl
423.6076,41.8173,1.2477,6.1038,3.7051,1.312,1.1754,0.6758,Marl
423.76,44.5431,1.373,6.2443,3.2977,1.3117,1.1763,0.7439,Marl
423.9124,39.4874,1.2186,5.5271,3.7731,1.3141,1.1752,0.6724,Marl
424.0648,38.4383,1.1832,5.3983,3.8864,1.3174,1.1729,0.6029,Marl
424.2172,40.0347,1.2357,5.6026,4.1597,1.3225,1.1716,0.7289,Marl
424.3696,43.7687,1.3717,6.0037,3.903,1.3311,1.1731,0.6192,Marl
424.522,47.2105,1.4433,6.6881,3.7398,1.3431,1.179,0.7983,Marl
424.6744,48.7999,1.4584,7.1094,3.095,1.3606,1.1912,0.6452,Marl
424.8268,49.9114,1.484,7.3161,2.804,1.382,1.2135,0.707,Marl
424.9792,52.0403,1.5117,7.8365,2.6058,1.4035,1.25,0.786,Marl
425.1316,49.9396,1.4374,7.598,2.8235,1.4248,1.2998,0.6674,Marl
425.284,48.7089,1.3731,7.5795,2.9871,1.4439,1.3509,0.8123,Sandy Mud
425.4364,47.7562,1.2829,7.8024,3.0184,1.4548,1.3811,0.7822,Sandy Mud
425.5888,47.7803,1.2225,8.1636,2.5822,1.4561,1.3735,0.9116,Sandy Mud
425.7412,49.1826,1.2419,8.5,2.151,1.4511,1.3334,0.741,Marl
425.8936,50.7032,1.3072,8.6053,1.6851,1.4436,1.2828,0.756,Marl
426.046,52.1131,1.3058,9.0654,1.9268,1.4347,1.2415,0.6641,Marl
426.1984,51.8217,1.2734,9.1618,2.0339,1.4141,1.2171,0.6331,Marl
426.3508,50.6895,1.2772,8.7763,2.1322,1.3791,1.2063,0.7032,Marl
426.5032,51.3006,1.3552,8.5153,2.2574,1.3397,1.201,0.6541,Marl
426.6556,51.7236,1.3556,8.6487,2.1883,1.3108,1.1939,0.5917,Marl
426.808,53.4105,1.4076,8.8854,2.0447,1.2996,1.182,0.766,Marl
426.9604,52.2902,1.3481,8.8746,1.9715,1.2967,1.1668,0.5936,Marl
427.1128,52.2029,1.3649,8.7479,2.0011,1.2948,1.1527,0.6586,Marl
427.2652,49.1362,1.3773,7.6921,1.9783,1.2921,1.1432,0.5301,Marl
427.4176,49.0662,1.3823,7.6406,2.2719,1.2902,1.1402,0.6843,Marl
427.57,47.9691,1.331,7.5889,2.343,1.29,1.1425,0.6617,Marl
427.7224,48.76,1.4397,7.2063,2.4352,1.2911,1.1478,0.6673,Marl
427.8748,46.6832,1.4153,6.6831,2.1361,1.2935,1.1532,0.6726,Marl
428.0272,45.3076,1.424,6.1908,2.3818,1.2966,1.1576,0.6825,Marl
428.1796,43.3711,1.3868,5.7882,2.6715,1.2998,1.1617,0.7583,Marl
428.332,42.4342,1.4005,5.4075,3.0885,1.3047,1.1667,0.7502,Marl
428.4844,43.6673,1.4006,5.802,2.9538,1.3127,1.1732,0.6758,Marl
428.6368,43.2001,1.4241,5.5146,3.0025,1.3214,1.1817,0.6587,Marl
428.7892,44.2654,1.439,5.7689,2.8613,1.3309,1.1922,0.6638,Marl
428.9416,45.2156,1.4384,6.0774,2.5042,1.3422,1.204,0.5436,Marl
429.094,43.5865,1.323,6.2303,2.6837,1.351,1.2157,0.6621,Marl
429.2464,40.5392,1.2741,5.5399,2.6743,1.3528,1.2245,0.6818,Sandy Mud
429.3988,38.8492,1.1544,5.6985,2.8826,1.3496,1.2269,0.6878,Sandy Mud
429.5512,38.5652,1.0616,6.1505,2.8909,1.3468,1.2213,0.6739,Sandy Mud
429.7036,40.0337,1.0327,6.7908,2.8751,1.3445,1.2091,0.68,Sandy Mud
429.856,42.0654,1.0283,7.4679,2.7307,1.3402,1.1945,0.7571,Sandy Mud
430.0084,42.7053,1.0492,7.5511,2.6611,1.3337,1.1828,0.6623,Sandy Mud
430.1608,45.3102,1.1572,7.7541,2.9861,1.3237,1.1781,0.6103,Sandy Mud
430.3132,44.8767,1.1454,7.6837,3.3112,1.313,1.1802,0.7146,Sandy Mud
430.4656,43.9968,1.0994,7.6713,3.7235,1.3023,1.1827,0.7153,Sandy Mud
430.618,38.9431,0.9717,6.7984,3.6707,1.2931,1.1776,0.6447,Sandy Mud
430.7704,39.4844,1.0031,6.7878,3.0462,1.2843,1.1613,0.6044,Sandy Mud
430.9228,40.2218,0.9324,7.4387,3.1249,1.2758,1.1379,0.6427,Sandy Mud
431.0752,41.8107,0.9699,7.7283,2.9232,1.2677,1.1161,0.6168,Sandy Mud
431.2276,43.3636,1.0719,7.6289,3.2825,1.2619,1.1035,0.7007,Sandy Mud
431.38,41.4289,1.0666,7.04,3.6721,1.2556,1.1015,0.6013,Sandy Mud
431.5324,40.6372,1.0608,6.82,3.8688,1.2495,1.1072,0.6515,Sandy Mud
431.6848,40.1584,0.9986,7.0304,3.7125,1.2475,1.1164,0.6086,Sandy Mud
431.8372,38.0452,0.9321,6.7421,3.7604,1.2455,1.1249,0.6545,Sandy Mud
431.9896,39.3492,0.9752,6.9083,3.9394,1.2444,1.1295,0.6562,Sandy Mud
432.142,38.1977,0.9149,6.8918,4.2095,1.2451,1.1291,0.6568,Sandy Mud
432.2944,37.8214,0.913,6.7825,4.512,1.247,1.1248,0.6088,Sandy Mud
432.4468,36.0067,0.9928,5.7335,4.3464,1.2475,1.1192,0.6059,Marl
432.5992,34.761,1.0219,5.1633,4.7267,1.2481,1.1151,0.555,Marl
432.7516,34.8786,1.0104,5.2683,4.9194,1.248,1.1136,0.605,Marl
432.904,36.3385,1.1301,5.0357,5.3518,1.2467,1.114,0.6402,Marl
433.0564,40.7457,1.2416,5.7963,5.1878,1.2465,1.115,0.6592,Marl
433.2088,44.1678,1.2662,6.7492,4.9051,1.2479,1.1155,0.6455,Marl
433.3612,41.2251,1.2359,5.983,5.0735,1.25,1.1159,0.6541,Marl
433.5136,42.0981,1.1932,6.5133,4.8139,1.2568,1.118,0.6451,Marl
433.666,43.1929,1.1775,6.956,4.341,1.2643,1.1241,0.5536,Sandy Mud
433.8184,46.1855,1.2738,7.3517,3.5441,1.2702,1.1349,0.7177,Sandy Mud
433.9708,45.0562,1.2418,7.177,2.7982,1.2771,1.1487,0.556,Sandy Mud
434.1232,45.8583,1.2209,7.5569,2.9386,1.2856,1.1618,0.6842,Sandy Mud
434.2756,48.363,1.277,8.0315,2.9833,1.2955,1.1725,0.7329,Sandy Mud
434.428,51.5213,1.4159,8.2312,2.8327,1.3057,1.1819,0.6503,Marl
434.5804,50.9775,1.3277,8.5727,2.5678,1.3158,1.1932,0.7263,Marl
434.7328,48.0457,1.2611,8.0226,2.4332,1.3287,1.2076,0.6804,Marl
434.8852,46.2365,1.3084,7.1658,2.8218,1.337,1.2221,0.6724,Sandy Mud
435.0376,48.966,1.3422,7.8428,2.5809,1.3341,1.2311,0.6637,Marl
435.19,49.0421,1.4014,7.5206,2.6571,1.3254,1.2306,0.6956,Marl
435.3424,50.5573,1.4106,7.9529,2.2817,1.3149,1.2208,0.7511,Marl
435.4948,46.6224,1.3044,7.3129,2.6986,1.303,1.2052,0.669,Sandy Mud
435.6472,44.8239,1.276,6.9024,2.8563,1.2928,1.188,0.6691,Sandy Mud
435.7996,43.026,1.2135,6.6918,2.7918,1.2853,1.1717,0.7396,Sandy Mud
435.952,42.6628,1.1617,6.8789,2.5824,1.2791,1.1578,0.6336,Sandy Mud
436.1044,43.9903,1.178,7.2087,2.4302,1.2738,1.1473,0.6301,Sandy Mud
436.2568,42.0531,1.1622,6.6801,2.5997,1.27,1.1407,0.6042,Sandy Mud
436.4092,41.0999,1.058,6.9845,2.4553,1.2679,1.1375,0.6548,Sandy Mud
436.5616,41.0205,1.0113,7.2328,2.3311,1.2668,1.1357,0.6591,Sandy Mud
436.714,40.5506,0.9741,7.2997,2.4728,1.266,1.1333,0.6526,Sandy Mud
436.8664,40.0009,0.912,7.4871,2.4889,1.2658,1.1293,0.7035,Sandy Mud
437.0188,38.5719,0.9448,6.8369,2.7487,1.2655,1.1236,0.6353,Sandy Mud
437.1712,39.8791,0.9471,7.2422,2.7306,1.2648,1.1175,0.6204,Sandy Mud
437.3236,41.1592,0.9582,7.588,2.948,1.2631,1.1123,0.6367,Sandy Mud
437.476,39.7803,0.9119,7.417,2.6984,1.2575,1.109,0.6284,Sandy Mud
437.6284,41.6979,1.004,7.4925,2.5806,1.2594,1.1073,0.6851,Sandy Mud
437.7808,42.8759,1.0012,7.8869,3.0856,1.2458,1.1061,0.6163,Sandy Mud
437.9332,44.8528,0.9929,8.569,2.9393,1.2429,1.1045,0.5945,Sandy Mud
438.0856,42.1142,1.0447,7.388,3.0776,1.2432,1.1025,0.6168,Sandy Mud
438.238,42.5,1.0587,7.4294,2.711,1.2457,1.1009,0.6306,Sandy Mud
438.3904,46.3491,1.184,7.9303,2.5171,1.2473,1.101,0.6226,Sandy Mud
438.5428,50.7458,1.2693,8.8407,2.4627,1.2474,1.1032,0.6283,Marl
438.6952,52.0535,1.2825,9.1824,2.3375,1.2467,1.1066,0.7469,Marl
438.8476,52.6702,1.3917,8.7412,2.3075,1.2458,1.1099,0.612,Marl
439,52.2635,1.3936,8.5994,1.9174,1.2463,1.1116,0.5631,Marl
439.1524,50.7266,1.3057,8.6211,1.6694,1.2476,1.1111,0.6388,Marl
439.3048,51.7778,1.3026,8.9765,1.6308,1.249,1.1094,0.7305,Marl
439.4572,52.8021,1.3166,9.2229,1.6396,1.2504,1.1088,0.6493,Marl
439.6096,56.4747,1.4622,9.548,1.9035,1.2522,1.1113,0.644,Mud
439.762,58.5838,1.3667,10.7833,1.4497,1.2542,1.117,0.6434,Mud
439.9144,59.4435,1.3697,11.0415,1.4387,1.2557,1.1244,0.6496,Mud
440.0668,55.1415,1.2404,10.4194,1.7195,1.2572,1.1311,0.5983,Marl
440.2192,53.6084,1.2993,9.5826,1.9101,1.2594,1.1356,0.6466,Marl
440.3716,53.4762,1.3103,9.4761,1.9959,1.2614,1.1379,0.6541,Marl
440.524,55.7254,1.332,10.0701,1.9156,1.2641,1.1389,0.6501,Marl
440.6764,58.0744,1.3174,10.9091,2.1688,1.2686,1.1397,0.6619,Marl
440.8288,55.818,1.3643,9.9111,2.2733,1.2728,1.1406,0.7637,Marl
440.9812,56.8081,1.4326,9.8286,2.3908,1.2766,1.1412,0.6634,Mud
441.1336,59.4209,1.4832,10.3702,1.6441,1.2812,1.1411,0.664,Mud
441.286,62.1476,1.5388,10.919,1.3759,1.2844,1.1402,0.6376,Mud
441.4384,57.5991,1.52,9.5705,1.4566,1.2886,1.1386,0.5995,Mud
441.7432,56.5983,1.5199,9.2501,1.2291,1.2897,1.1379,0.5683,Mud
441.8956,58.0852,1.5464,9.5717,1.2204,1.2947,1.1412,0.7156,Mud
442.048,54.0763,1.4632,8.7733,1.0832,1.2996,1.1461,0.7609,Mud
442.2004,53.7711,1.4657,8.6609,1.3991,1.2992,1.1504,0.5662,Mud
442.3528,54.8761,1.5443,8.5552,1.3545,1.2973,1.1525,0.7928,Mud
442.5052,57.1542,1.522,9.4157,1.5435,1.295,1.153,0.5652,Mud
442.6576,58.5164,1.5742,9.5473,1.3288,1.2924,1.1536,0.7235,Mud
442.81,53.2415,1.5048,8.262,2.1517,1.2909,1.155,0.6713,Marl
442.9624,53.1096,1.5858,7.7454,2.479,1.2899,1.1554,0.6646,Marl
443.1148,50.0159,1.5311,7.0739,2.5872,1.2886,1.1522,0.5787,Marl
443.2672,46.7565,1.3744,6.9458,2.5153,1.2865,1.1446,0.7056,Marl
443.4196,41.035,1.239,5.9043,2.9517,1.2841,1.1345,0.6467,Sandy Mud
443.572,43.2235,1.329,6.0791,2.7744,1.281,1.125,0.7288,Marl
443.7244,42.8232,1.2799,6.2383,3.2461,1.2767,1.1186,0.5921,Sandy Mud
443.8768,44.5343,1.3068,6.629,3.2848,1.2715,1.1159,0.8082,Sandy Mud
444.0292,42.959,1.2553,6.4258,3.663,1.2665,1.1159,0.5482,Sandy Mud
444.1816,41.1126,1.2407,5.9188,3.5151,1.2624,1.1171,0.6567,Marl
444.334,41.2869,1.1419,6.5536,3.6182,1.2581,1.1182,0.7863,Sandy Mud
444.4864,41.0889,1.0956,6.7609,3.3087,1.2534,1.1183,0.5768,Sandy Mud
444.6388,40.9548,1.0514,6.977,3.2427,1.2497,1.117,0.792,Sandy Mud
444.7912,38.9285,0.9458,6.9454,3.2108,1.2489,1.1145,0.6112,Sandy Mud
444.9436,43.9829,1.1858,7.1611,3.1405,1.25,1.1122,0.6706,Sandy Mud
445.096,46.5074,1.2728,7.4611,2.4575,1.2516,1.1117,0.7517,Marl
445.2484,46.5622,1.2503,7.6103,2.9864,1.2523,1.1141,0.7126,Sandy Mud
445.4008,45.4965,1.1651,7.7673,2.478,1.252,1.1197,0.5815,Sandy Mud
445.5532,46.1115,1.2397,7.5281,2.4881,1.2525,1.1265,0.6502,Sandy Mud
445.7056,47.5263,1.2705,7.8013,1.5459,1.2538,1.1317,0.7003,Mud
445.858,52.3198,1.3381,8.9423,1.3366,1.2534,1.133,0.6583,Marl
446.0104,51.9743,1.3001,9.054,1.6595,1.2514,1.1302,0.6136,Marl
446.1628,54.8729,1.4058,9.3648,1.936,1.2481,1.1248,0.6493,Marl
446.3152,55.494,1.4086,9.5477,1.9899,1.2436,1.1184,0.5503,Marl
446.4676,54.3561,1.4196,9.1184,2.1028,1.2389,1.1113,0.6948,Marl
446.62,53.3353,1.2359,9.8662,2.0115,1.2353,1.1034,0.6442,Marl
446.7724,50.9705,1.2571,8.9842,2.0157,1.2323,1.0956,0.6364,Marl
446.9248,51.7727,1.2922,9.0356,1.7266,1.2297,1.09,0.6305,Marl
447.0772,48.6478,1.2668,8.1825,1.9606,1.2286,1.0888,0.6355,Marl
447.2296,48.2695,1.22,8.3349,1.9566,1.2285,1.0925,0.648,Marl
447.382,42.8917,1.1064,7.2761,2.5847,1.2297,1.0993,0.5888,Sandy Mud
447.5344,39.5446,1.0958,6.2646,2.5622,1.2298,1.1065,0.6362,Sandy Mud
447.6868,40.5646,1.1601,6.2151,2.2949,1.2295,1.1115,0.657,Sandy Mud
447.8392,40.0072,1.1235,6.251,2.0862,1.2301,1.1135,0.6924,Sandy Mud
447.9916,43.3839,1.1997,6.8877,2.0927,1.2295,1.1131,0.5443,Marl
448.144,45.7828,1.2896,7.1302,1.7183,1.2221,1.1115,0.7427,Mud
448.2964,45.2673,1.3703,6.4925,1.9106,1.2113,1.1097,0.6164,Mud
448.4488,43.7023,1.2572,6.6529,2.052,1.2029,1.1069,0.5812,Marl
448.6012,45.8957,1.313,7.0293,2.2602,1.196,1.1018,0.7178,Marl
448.7536,47.1289,1.3832,7.0139,2.0609,1.1912,1.0928,0.6569,Marl
448.906,47.6344,1.3817,7.1851,1.9657,1.1873,1.0805,0.5863,Mud
449.0584,43.9626,1.2584,6.7291,1.7478,1.1843,1.067,0.644,Mud
449.2108,43.7624,1.2427,6.757,1.9972,1.1821,1.0559,0.6679,Mud
449.3632,42.121,1.2775,6.027,1.9424,1.1809,1.0499,0.5691,Sandy Mud
449.5156,44.2439,1.2871,6.6513,1.9725,1.1795,1.0496,0.6552,Mud
449.668,45.3507,1.4005,6.3425,1.8605,1.1787,1.0533,0.6228,Mud
449.8204,44.3717,1.3548,6.2961,1.9595,1.1786,1.0587,0.7708,Sandy Mud
449.9728,43.1409,1.3486,5.9375,2.0688,1.1796,1.0634,0.5895,Sandy Mud
450.1252,41.8986,1.2812,5.9343,2.3948,1.1804,1.0665,0.5415,Sandy Mud
450.2776,44.6632,1.3122,6.6389,2.1015,1.182,1.0684,0.7553,Marl
450.43,44.569,1.2769,6.8152,2.1729,1.187,1.0699,0.6405,Marl
450.5824,45.3194,1.3429,6.6696,2.0834,1.1951,1.0718,0.514,Marl
450.7348,47.4741,1.428,6.8623,1.962,1.2049,1.0746,0.7167,Mud
450.8872,51.5888,1.5517,7.4573,1.8957,1.2141,1.0788,0.71,Mud
451.0396,53.19,1.5343,8.073,1.8824,1.2205,1.0849,0.5211,Mud
451.3444,49.3544,1.4192,7.5171,2.0543,1.2285,1.1018,0.8013,Marl
451.4968,51.7802,1.4177,8.3036,1.5574,1.233,1.1094,0.6083,Mud
451.6492,52.0117,1.3897,8.5414,1.2501,1.2353,1.1135,0.783,Mud
451.8016,55.4344,1.5049,8.9645,1.1859,1.2365,1.1137,0.6145,Mud
451.954,55.4043,1.4674,9.1745,1.5509,1.237,1.1118,0.7112,Mud
452.1064,58.9764,1.6174,9.4417,1.5584,1.2411,1.1109,0.6419,Mud
452.2588,56.1775,1.5451,8.9678,2.0557,1.2481,1.113,0.6452,Mud
452.4112,56.7022,1.4643,9.6088,1.7475,1.2555,1.1186,0.58,Mud
452.5636,56.0128,1.3787,9.8889,1.577,1.2637,1.1269,0.6468,Marl
452.716,59.9931,1.4753,10.5999,1.7764,1.2703,1.1371,0.6801,Mud
452.8684,63.2938,1.5193,11.4003,1.657,1.2751,1.1481,0.6071,Mud
453.0208,63.8644,1.5877,11.1832,1.7605,1.2794,1.1585,0.6753,Mud
453.1732,55.1569,1.4316,9.3049,2.242,1.2826,1.166,0.7285,Marl
453.3256,50.976,1.3098,8.6772,2.6174,1.2843,1.1671,0.6575,Marl
453.478,50.9526,1.2696,8.9051,2.7384,1.2853,1.1592,0.7239,Sandy Mud
453.6304,51.7822,1.379,8.5308,2.8364,1.2863,1.144,0.5906,Sandy Mud
453.7828,52.6959,1.3313,9.1028,2.8327,1.2857,1.1265,0.7381,Marl
453.9352,53.051,1.2863,9.4803,2.417,1.2809,1.1124,0.5874,Marl
454.0876,50.122,1.3007,8.4567,2.4831,1.2734,1.1049,0.7341,Marl
454.24,47.5853,1.2952,7.6756,2.3936,1.2644,1.1038,0.5458,Marl
454.3924,47.3779,1.3212,7.4567,2.1671,1.2531,1.1063,0.6066,Marl
454.5448,49.1515,1.3916,7.6135,2.1152,1.2436,1.1094,0.6789,Marl
454.6972,47.0978,1.3629,7.1228,2.3285,1.2336,1.111,0.5866,Marl
454.8496,47.8551,1.3949,7.1783,2.2034,1.2273,1.1106,0.6262,Marl
455.002,50.913,1.5354,7.3363,1.5212,1.2241,1.1087,0.7335,Mud
455.1544,51.7098,1.5541,7.4823,1.08,1.2225,1.1066,0.7624,Mud
455.3068,52.9187,1.6048,7.5729,0.9907,1.2203,1.1054,0.5236,Mud
455.4592,54.408,1.6164,7.9824,0.9306,1.2172,1.1048,0.7445,Mud
455.6116,58.2306,1.7394,8.4883,0.9375,1.2146,1.1035,0.573,Mud
455.764,54.2384,1.565,8.2292,1.1034,1.2121,1.1001,0.6635,Mud
455.9164,55.751,1.6236,8.3712,1.6117,1.2102,1.0946,0.6524,Mud
456.3736,50.931,1.5227,7.4161,1.7503,1.2068,1.0821,0.5818,Mud
456.526,51.3156,1.4998,7.6737,1.5542,1.2071,1.0844,0.8375,Mud
456.6784,48.9387,1.3931,7.5365,1.6378,1.2079,1.0896,0.6761,Mud
456.8308,44.1596,1.3039,6.5261,1.8414,1.2099,1.0961,0.6928,Mud
456.9832,45.1313,1.3247,6.7156,1.6805,1.213,1.1018,0.5997,Mud
457.1356,45.1162,1.3908,6.3243,1.9453,1.2163,1.1055,0.6431,Mud
457.288,48.1546,1.4719,6.8234,2.1316,1.2194,1.1072,0.7663,Marl
457.4404,52.7957,1.5329,7.9544,1.5929,1.2242,1.1077,0.5792,Mud
457.5928,51.8747,1.4697,8.0295,1.4927,1.2297,1.1083,0.6338,Mud
457.7452,51.1947,1.3726,8.3799,1.3874,1.2351,1.11,0.7122,Mud
457.8976,50.2769,1.2977,8.5241,1.3114,1.2405,1.1128,,Marl
458.05,52.9221,1.3543,9.0407,1.0133,1.2456,1.1158,0.6837,Marl
458.2024,55.5061,1.419,9.4902,0.9296,1.2509,1.1186,0.7333,Mud
458.3548,56.5119,1.4912,,1.0353,1.254,1.1213,0.6693,Mud
458.5072,55.5544,1.3639,9.8287,1.0612,1.2557,1.1247,0.6115,Mud
458.6596,52.3736,1.1994,9.772,1.2745,1.2568,1.1288,0.6554,Marl
458.812,51.5406,1.1532,9.7749,1.2114,1.2582,1.1329,0.7038,Marl
458.9644,54.3176,1.1884,10.4595,1.1154,1.259,1.1354,0.7491,Marl
459.1168,50.3616,1.1652,9.3266,1.5421,1.2592,1.1355,0.7607,Marl
459.2692,51.9875,1.1773,9.7771,1.4086,1.2594,1.1337,0.6743,Marl
459.4216,54.328,1.2699,9.9857,1.4066,1.2591,1.1316,0.6279,Marl
459.574,53.1493,1.2978,9.4446,1.6938,1.2585,1.1305,0.7002,Marl
459.7264,51.0326,1.229,9.1682,2.2869,1.2567,1.1306,0.7275,Marl
459.8788,43.9175,1.0546,7.9083,2.4221,1.2538,1.1312,0.6659,Sandy Mud
460.0312,41.3675,0.9531,7.6845,2.6183,1.2511,1.1307,0.6274,Sandy Mud
460.1836,42.3044,1.071,7.2946,2.4266,1.2479,1.1284,0.6552,Sandy Mud
460.336,50.1699,1.2728,8.6354,2.3707,1.2442,1.1245,0.7954,Marl
460.4884,49.868,1.3255,8.2302,2.5401,1.2398,1.1197,0.542,Marl
460.9456,43.0391,1.2984,6.199,2.5222,1.227,1.1098,0.7549,Sandy Mud
461.098,43.1241,1.2429,6.551,2.8221,1.2215,1.1084,0.5979,Sandy Mud
461.2504,44.47,1.2676,6.8383,2.5539,1.217,1.1067,0.6565,Sandy Mud
461.4028,44.5682,1.2579,6.9261,2.2277,1.2141,1.1036,0.6735,Marl
461.5552,45.7296,1.2868,7.1297,1.9035,1.2128,1.0993,0.6873,Mud
461.7076,48.8155,1.3423,7.794,1.7079,1.2138,1.0949,0.625,Mud
461.86,49.82,1.3472,8.0875,1.5256,1.2152,1.0926,0.5893,Mud
462.0124,46.6985,1.2679,7.5511,1.8189,1.2175,1.0938,0.7155,Mud
462.1648,47.0995,1.2579,7.7384,1.8307,1.2209,1.0986,0.6553,Marl
462.3172,51.6244,1.2905,8.9984,1.3271,1.2249,1.106,0.6432,Marl
462.4696,49.3941,1.2537,8.4982,1.6643,1.2293,1.1142,0.6112,Marl
462.622,45.8995,1.1419,8.0324,2.2025,1.2332,1.1218,0.6621,Marl
462.7744,45.5009,1.1667,7.7596,1.9821,1.2358,1.1278,0.7236,Marl
462.9268,45.0562,1.1675,7.6123,2.0692,1.2368,1.1316,0.6629,Marl
463.0792,45.6278,1.2036,7.5843,2.1776,1.2374,1.1329,0.5644,Marl
463.2316,47.6932,1.2978,7.6949,2.7145,1.2387,1.1322,0.7285,Sandy Mud
463.384,49.1573,1.339,7.9231,3.152,1.2412,1.1312,0.6882,Sandy Mud
463.5364,47.1583,1.2758,7.6522,3.14,1.2449,1.1328,0.6079,Sandy Mud
463.6888,47.8536,1.3,7.7336,2.9758,1.2507,1.1383,0.7012,Sandy Mud
463.8412,48.2978,1.2343,8.2607,2.8606,1.2591,1.1476,0.7448,Sandy Mud
463.9936,43.6305,1.1946,6.9961,3.3179,1.2664,1.1582,0.6217,Sandy Mud
465.9748,68.433,1.8814,10.9284,1.7709,1.337,1.1883,0.7424,Mud
466.1272,61.2695,1.8433,8.8543,2.3969,1.3349,1.1837,0.6297,Mud
466.2796,61.0887,1.8761,8.6044,2.4967,1.3323,1.1823,0.7992,Mud
466.432,58.6925,1.7659,8.481,2.3864,1.3307,1.183,0.685,Mud
466.5844,62.6644,1.9668,8.5785,2.0828,1.3276,1.1843,0.6473,Mud
466.7368,63.585,2.0129,8.6038,2.0638,1.325,1.1854,0.8338,Mud
466.8892,61.2929,1.914,8.4478,1.8821,1.3218,1.1856,0.6135,Mud
467.0416,55.5106,1.7476,7.568,2.4812,1.3196,1.1842,0.7469,Marl
467.194,53.5377,1.7346,7.0119,2.4793,1.3187,1.1809,0.7473,Marl
467.3464,56.0293,1.777,7.562,2.7905,1.3178,1.1756,0.6182,Marl
467.4988,58.1894,1.8859,7.6171,2.7502,1.3163,1.1694,0.7023,Marl
467.6512,58.4447,1.8048,8.1741,3.0467,1.3146,1.164,0.7508,Mud
467.8036,54.5805,1.7128,7.4734,3.1721,1.3134,1.161,0.5693,Marl
467.956,52.8667,1.7001,6.9983,3.1257,1.3121,1.1608,0.7386,Marl
468.1084,52.9154,1.6603,7.2473,3.1156,1.3107,1.1627,0.7376,Marl
468.2608,53.1925,1.6753,7.2482,3.3339,1.3092,1.1656,0.6143,Marl
468.4132,51.6513,1.5724,7.3566,3.0581,1.307,1.1681,0.7091,Marl
468.5656,50.1883,1.4962,7.3333,3.1248,1.3073,1.1698,0.7676,Marl
468.718,53.4872,1.5182,8.2624,2.9459,1.3082,1.1708,0.6516,Marl
468.8704,53.1838,1.4557,8.5311,2.9121,1.3089,1.1715,0.6855,Marl
469.0228,57.0892,1.4865,9.603,2.6763,1.31,1.172,0.7284,Mud
469.1752,56.1126,1.4714,9.3784,2.4002,1.3105,1.1726,0.6402,Mud
469.3276,55.9346,1.5138,9.0729,2.7517,1.3107,1.1731,0.6711,Mud
469.48,53.4673,1.3423,9.2858,2.3605,1.3112,1.1735,0.7881,Marl
469.6324,55.2644,1.3358,9.9,2.0488,1.3125,1.1738,0.6714,Marl
469.7848,58.8203,1.4578,10.3259,1.5331,1.3148,1.1737,0.6471,Mud
469.9372,61.3949,1.5138,10.8237,1.5792,1.3171,1.1734,0.7386,Mud
475.576,59.5147,1.6837,9.2264,1.837,1.3048,1.1584,0.7663,Mud
475.7284,53.8459,1.5829,7.9988,2.1243,1.292,1.1169,0.5982,Mud
475.8808,51.9163,1.6024,7.2656,2.147,1.262,1.0989,0.6672,Marl
476.0332,52.4916,1.4464,8.3635,2.1157,1.2415,1.098,0.7348,Marl
476.1856,51.2863,1.4356,8.0405,2.6176,1.229,1.1051,0.5918,Marl
476.338,50.9611,1.3553,8.4062,2.3211,1.2194,1.1133,0.809,Marl
476.4904,51.1533,1.3225,8.6599,2.3334,1.2133,1.1176,0.5549,Marl
476.6428,47.772,1.2581,7.9525,2.8354,1.2129,1.117,0.7574,Sandy Mud
476.7952,52.7218,1.3224,9.1633,2.3446,1.2188,1.1135,0.6781,Marl
476.9476,50.3223,1.2823,8.6287,2.5613,1.2229,1.1094,0.5984,Marl
477.1,49.1709,1.1882,8.8106,2.3572,1.2266,1.1067,0.6572,Sandy Mud
477.2524,50.1219,1.2888,8.5263,2.3628,1.2311,1.1069,0.7284,Marl
477.4048,50.3641,1.3141,8.4561,2.105,1.2356,1.1102,0.5727,Marl
477.5572,51.8711,1.3295,8.8488,2.2542,1.2396,1.1156,0.6698,Marl
477.7096,48.8599,1.3371,7.8388,2.1391,1.2414,1.1219,0.7581,Marl
477.862,54.774,1.4826,8.8831,2.014,1.2417,1.1279,0.6305,Mud
478.0144,53.4841,1.4823,8.4716,2.2754,1.2443,1.1316,0.6304,Marl
